DischQuarter,DischMonth,PrimaryCategory,CCS.CATEGORY.DESCRIPTION,totalCases,modeOfLOS,totalLOS,ALOS
4,10,Diseases of the digestive system,Diverticulosis and diverticulitis,2,5,14,7
4,10,Diseases of the digestive system,Esophageal disorders,3,2,8,2.67
4,10,Diseases of the digestive system,Gastritis and duodenitis,6,2,11,1.83
4,10,Diseases of the digestive system,Gastrointestinal hemorrhage,3,6,13,4.33
4,10,Diseases of the digestive system,Intestinal obstruction without hernia,2,25,28,14
4,10,Diseases of the digestive system,Noninfectious gastroenteritis,2,2,4,2
4,10,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,2,2,3,1.5
4,10,Diseases of the ear and mastoid process,Other ear and sense organ disorders,1,1,1,1
4,10,Diseases of the eye and adnexa,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),1,5,5,5
4,10,Diseases of the genitourinary system,Calculus of urinary tract,5,1,5,1
4,10,Diseases of the genitourinary system,Inflammatory conditions of male genital organs,1,3,3,3
4,10,Diseases of the genitourinary system,Other female genital disorders,2,3,3,1.5
4,10,Diseases of the genitourinary system,Other male genital disorders,1,1,1,1
4,10,Diseases of the genitourinary system,Ovarian cyst,1,2,2,2
4,10,Diseases of the genitourinary system,Prolapse of female genital organs,2,2,4,2
4,10,Diseases of the genitourinary system,Urinary tract infections,7,1,18,2.57
4,10,Diseases of the musculoskeletal system and connective tissue,Joint disorders and dislocations; trauma-related,1,1,1,1
4,10,Diseases of the musculoskeletal system and connective tissue,Osteoarthritis,4,5,17,4.25
4,10,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,1,6,6,6
4,10,Diseases of the musculoskeletal system and connective tissue,Pathological fracture,1,4,4,4
4,10,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,2,0,6,3
4,10,Diseases of the nervous system,Epilepsy; convulsions,2,1,2,1
4,10,Diseases of the nervous system,Headache; including migraine,4,1,7,1.75
4,10,Diseases of the nervous system,Other nervous system disorders,1,1,1,1
4,10,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,2,17,18,9
4,10,Diseases of the respiratory system,Acute and chronic tonsillitis,1,3,3,3
4,10,Diseases of the respiratory system,Acute bronchitis,4,2,13,3.25
4,10,Diseases of the respiratory system,Aspiration pneumonitis; food/vomitus,1,21,21,21
4,10,Diseases of the respiratory system,Asthma,5,2,19,3.8
4,10,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,2,3,5,2.5
4,10,Diseases of the respiratory system,Influenza,1,2,2,2
4,10,Diseases of the respiratory system,Other upper respiratory infections,1,2,2,2
4,10,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5,1,34,6.8
4,10,Diseases of the skin and subcutaneous tissue,Allergic reactions,1,1,1,1
4,10,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,2,4,9,4.5
4,10,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,4,6,27,6.75
4,10,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,3,1,6,2
4,10,"Endocrine, nutritional and metabolic diseases",Thyroid disorders,1,2,2,2
4,10,External causes of morbidity and mortality,,13,1,28,2.15
4,10,Factors influencing health status and contact with health services,Chronic kidney disease,2,1,29,14.5
4,10,Factors influencing health status and contact with health services,Other screening for suspected conditions (not mental disorders or infectious disease),2,1,2,1
4,10,Factors influencing health status and contact with health services,Residual codes; unclassified,31,3,112,3.61
4,10,"Injury, poisoning and certain other consequences of external causes",Burns,2,1,2,1
4,10,"Injury, poisoning and certain other consequences of external causes",Complications of surgical procedures or medical care,1,10,10,10
4,10,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,11,1,23,2.09
4,10,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,6,1,28,4.67
4,10,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),3,8,35,11.67
4,10,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,3,3,9,3
4,10,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,3,2,14,4.67
4,10,"Injury, poisoning and certain other consequences of external causes",Open wounds of extremities,1,11,11,11
4,10,"Injury, poisoning and certain other consequences of external causes",Other fractures,7,2,30,4.29
4,10,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,3,2,3,1
4,10,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,3,0,31,10.33
4,10,Mental and behavioural disorders,,2,2,3,1.5
4,10,Neoplasms,Cancer of kidney and renal pelvis,1,1,1,1
4,10,Neoplasms,Leukemias,1,2,2,2
4,10,Neoplasms,Non-Hodgkin`s lymphoma,1,1,1,1
4,10,Neoplasms,Secondary malignancies,1,5,5,5
4,10,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,2,4,8,4
4,10,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,1,3,3,3
4,10,"Pregnancy, childbirth and the puerperium",Hypertension complicating pregnancy; childbirth and the puerperium,2,9,12,6
4,10,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,14,2,35,2.5
4,10,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,6,3,21,3.5
4,10,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,1,0,0,0
4,10,"Pregnancy, childbirth and the puerperium",Other pregnancy and delivery including normal,1,3,3,3
4,10,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1,1,1,1
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,11,2,48,4.36
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,4,1,8,2
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,2,2,2,1
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,6,7,37,6.17
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,5,2,13,2.6
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,4,1,18,4.5
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Malaise and fatigue,1,19,19,19
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,1,1,1,1
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,23,1,24,1.04
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other injuries and conditions due to external causes,1,7,7,7
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1,2,2,2
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,3,1,7,2.33
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other skin disorders,1,4,4,4
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,13,1,20,1.54
4,10,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,8,1,14,1.75
4,11,Certain conditions originating in the perinatal period,Nervous system congenital anomalies,1,0,0,0
4,11,Certain conditions originating in the perinatal period,Other perinatal conditions,1,1,1,1
4,11,Certain conditions originating in the perinatal period,Short gestation; low birth weight; and fetal growth retardation,1,5,5,5
4,11,Certain infectious and parasitic diseases,Bacterial infection; unspecified site,1,6,6,6
4,11,Certain infectious and parasitic diseases,Intestinal infection,5,3,13,2.6
4,11,Certain infectious and parasitic diseases,Other infections; including parasitic,1,4,4,4
4,11,Certain infectious and parasitic diseases,Septicemia (except in labor),3,3,9,3
4,11,Certain infectious and parasitic diseases,Viral infection,1,1,1,1
4,11,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,3,4,9,3
4,11,Diseases of the circulatory system,Acute myocardial infarction,1,1,1,1
4,11,Diseases of the circulatory system,Aortic and peripheral arterial embolism or thrombosis,1,5,5,5
4,11,Diseases of the circulatory system,Cardiac dysrhythmias,6,1,14,2.33
4,11,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,3,3,10,3.33
4,11,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,5,1,6,1.2
4,11,Diseases of the circulatory system,Hypertension with complications and secondary hypertension,2,2,4,2
4,11,Diseases of the circulatory system,Other diseases of veins and lymphatics,1,1,1,1
4,11,Diseases of the circulatory system,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2,2,3,1.5
4,11,Diseases of the circulatory system,Phlebitis; thrombophlebitis and thromboembolism,3,2,3,1
4,11,Diseases of the digestive system,Abdominal hernia,5,1,8,1.6
4,11,Diseases of the digestive system,Anal and rectal conditions,3,2,7,2.33
4,11,Diseases of the digestive system,Appendicitis and other appendiceal conditions,3,2,5,1.67
4,11,Diseases of the digestive system,Biliary tract disease,6,1,30,5
4,11,Diseases of the digestive system,Diverticulosis and diverticulitis,3,5,10,3.33
4,11,Diseases of the digestive system,Gastritis and duodenitis,6,2,18,3
4,11,Diseases of the digestive system,Hepatitis,1,5,5,5
4,11,Diseases of the digestive system,Intestinal obstruction without hernia,1,21,21,21
4,11,Diseases of the digestive system,Pancreatic disorders (not diabetes),1,2,2,2
4,11,Diseases of the digestive system,Regional enteritis and ulcerative colitis,1,5,5,5
4,11,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,1,1,1,1
4,11,Diseases of the eye and adnexa,Glaucoma,1,0,0,0
4,11,Diseases of the genitourinary system,Acute and unspecified renal failure,3,6,11,3.67
4,11,Diseases of the genitourinary system,Calculus of urinary tract,3,1,3,1
4,11,Diseases of the genitourinary system,Inflammatory conditions of male genital organs,1,7,7,7
4,11,Diseases of the genitourinary system,Menstrual disorders,2,8,10,5
4,11,Diseases of the genitourinary system,Nonmalignant breast conditions,1,1,1,1
4,11,Diseases of the genitourinary system,Other male genital disorders,1,1,1,1
4,11,Diseases of the genitourinary system,Ovarian cyst,3,3,7,2.33
4,11,Diseases of the genitourinary system,Urinary tract infections,7,3,63,9
4,11,Diseases of the musculoskeletal system and connective tissue,Acquired foot deformities,1,1,1,1
4,11,Diseases of the musculoskeletal system and connective tissue,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1,1,1,1
4,11,Diseases of the musculoskeletal system and connective tissue,Osteoarthritis,13,5,71,5.46
4,11,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,1,5,5,5
4,11,Diseases of the musculoskeletal system and connective tissue,Other non-traumatic joint disorders,1,6,6,6
4,11,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,3,4,17,5.67
4,11,Diseases of the nervous system,Other nervous system disorders,1,1,1,1
4,11,Diseases of the nervous system,Parkinson`s disease,1,16,16,16
4,11,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,1,1,1,1
4,11,Diseases of the respiratory system,Acute bronchitis,9,7,45,5
4,11,Diseases of the respiratory system,Asthma,2,5,10,5
4,11,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,6,1,17,2.83
4,11,Diseases of the respiratory system,Influenza,1,5,5,5
4,11,Diseases of the respiratory system,Other upper respiratory disease,3,0,4,1.33
4,11,Diseases of the respiratory system,Other upper respiratory infections,7,2,20,2.86
4,11,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),8,8,52,6.5
4,11,Diseases of the skin and subcutaneous tissue,Allergic reactions,1,8,8,8
4,11,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,3,2,26,8.67
4,11,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,2,5,8,4
4,11,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,2,4,6,3
4,11,"Endocrine, nutritional and metabolic diseases",Other nutritional; endocrine; and metabolic disorders,1,3,3,3
4,11,"Endocrine, nutritional and metabolic diseases",Thyroid disorders,1,1,1,1
4,11,External causes of morbidity and mortality,,7,2,9,1.29
4,11,Factors influencing health status and contact with health services,Chronic kidney disease,2,21,46,23
4,11,Factors influencing health status and contact with health services,Medical examination/evaluation,1,1,1,1
4,11,Factors influencing health status and contact with health services,Rehabilitation care; fitting of prostheses; and adjustment of devices,2,8,21,10.5
4,11,Factors influencing health status and contact with health services,Residual codes; unclassified,31,2,98,3.16
4,11,"Injury, poisoning and certain other consequences of external causes",Burns,1,3,3,3
4,11,"Injury, poisoning and certain other consequences of external causes",Complications of surgical procedures or medical care,1,2,2,2
4,11,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,1,2,2,2
4,11,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,2,4,10,5
4,11,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),2,2,6,3
4,11,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,3,1,4,1.33
4,11,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,1,0,0,0
4,11,"Injury, poisoning and certain other consequences of external causes",Other fractures,1,2,2,2
4,11,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,4,1,9,2.25
4,11,"Injury, poisoning and certain other consequences of external causes",Poisoning by nonmedicinal substances,1,18,18,18
4,11,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,8,1,8,1
4,11,Mental and behavioural disorders,,2,1,4,2
4,11,Neoplasms,Cancer of bronchus; lung,3,8,26,8.67
4,11,Neoplasms,Cancer of kidney and renal pelvis,1,20,20,20
4,11,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,2,3,7,3.5
4,11,"Pregnancy, childbirth and the puerperium",Fetopelvic disproportion; obstruction,2,3,6,3
4,11,"Pregnancy, childbirth and the puerperium",Forceps delivery,1,3,3,3
4,11,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,2,4,5,2.5
4,11,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,10,2,25,2.5
4,11,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,4,5,15,3.75
4,11,"Pregnancy, childbirth and the puerperium",Other pregnancy and delivery including normal,1,5,5,5
4,11,"Pregnancy, childbirth and the puerperium",Polyhydramnios and other problems of amniotic cavity,1,4,4,4
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,4,2,6,1.5
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,1,1,1,1
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,1,13,13,13
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,3,7,13,4.33
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,1,0,0,0
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,2,8,10,5
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,13,1,14,1.08
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,1,6,6,6
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,12,2,16,1.33
4,11,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,4,2,10,2.5
4,12,Certain infectious and parasitic diseases,Intestinal infection,2,2,3,1.5
4,12,Certain infectious and parasitic diseases,Septicemia (except in labor),2,22,28,14
4,12,Certain infectious and parasitic diseases,Viral infection,3,2,6,2
4,12,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,2,2,3,1.5
4,12,Diseases of the circulatory system,Acute myocardial infarction,1,0,0,0
4,12,Diseases of the circulatory system,Cardiac dysrhythmias,11,1,38,3.45
4,12,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,7,5,35,5
4,12,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,1,7,7,7
4,12,Diseases of the circulatory system,Essential hypertension,1,11,11,11
4,12,Diseases of the circulatory system,Other circulatory disease,1,5,5,5
4,12,Diseases of the circulatory system,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1,2,2,2
4,12,Diseases of the circulatory system,Phlebitis; thrombophlebitis and thromboembolism,2,6,8,4
4,12,Diseases of the digestive system,Abdominal hernia,3,0,9,3
4,12,Diseases of the digestive system,Anal and rectal conditions,6,0,5,0.83
4,12,Diseases of the digestive system,Appendicitis and other appendiceal conditions,4,1,7,1.75
4,12,Diseases of the digestive system,Esophageal disorders,1,1,1,1
4,12,Diseases of the digestive system,Gastritis and duodenitis,1,3,3,3
4,12,Diseases of the digestive system,Gastrointestinal hemorrhage,1,1,1,1
4,12,Diseases of the digestive system,Hepatitis,2,1,6,3
4,12,Diseases of the digestive system,Intestinal obstruction without hernia,3,3,12,4
4,12,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,2,1,20,10
4,12,Diseases of the ear and mastoid process,Otitis media and related conditions,1,1,1,1
4,12,Diseases of the eye and adnexa,Blindness and vision defects,1,2,2,2
4,12,Diseases of the genitourinary system,Acute and unspecified renal failure,2,17,27,13.5
4,12,Diseases of the genitourinary system,Calculus of urinary tract,6,3,17,2.83
4,12,Diseases of the genitourinary system,Inflammatory conditions of male genital organs,2,1,2,1
4,12,Diseases of the genitourinary system,Menopausal disorders,1,0,0,0
4,12,Diseases of the genitourinary system,Ovarian cyst,2,1,3,1.5
4,12,Diseases of the genitourinary system,Urinary tract infections,8,4,72,9
4,12,Diseases of the musculoskeletal system and connective tissue,Acquired foot deformities,1,1,1,1
4,12,Diseases of the musculoskeletal system and connective tissue,Osteoarthritis,8,4,48,6
4,12,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,2,2,3,1.5
4,12,Diseases of the musculoskeletal system and connective tissue,Other non-traumatic joint disorders,1,5,5,5
4,12,Diseases of the nervous system,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),1,4,4,4
4,12,Diseases of the nervous system,Epilepsy; convulsions,1,1,1,1
4,12,Diseases of the nervous system,Headache; including migraine,3,1,4,1.33
4,12,Diseases of the nervous system,Other nervous system disorders,3,2,4,1.33
4,12,Diseases of the respiratory system,Acute bronchitis,9,3,41,4.56
4,12,Diseases of the respiratory system,Asthma,1,2,2,2
4,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,6,3,20,3.33
4,12,Diseases of the respiratory system,Influenza,1,2,2,2
4,12,Diseases of the respiratory system,Other upper respiratory disease,1,2,2,2
4,12,Diseases of the respiratory system,Other upper respiratory infections,8,1,11,1.38
4,12,Diseases of the respiratory system,Pleurisy; pneumothorax; pulmonary collapse,3,6,9,3
4,12,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5,4,35,7
4,12,Diseases of the skin and subcutaneous tissue,Chronic ulcer of skin,3,7,49,16.33
4,12,Diseases of the skin and subcutaneous tissue,Other inflammatory condition of skin,1,2,2,2
4,12,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,8,1,30,3.75
4,12,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,2,1,1,0.5
4,12,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,1,7,7,7
4,12,"Endocrine, nutritional and metabolic diseases",Other endocrine disorders,1,23,23,23
4,12,"Endocrine, nutritional and metabolic diseases",Other nutritional; endocrine; and metabolic disorders,1,14,14,14
4,12,"Endocrine, nutritional and metabolic diseases",Thyroid disorders,1,1,1,1
4,12,External causes of morbidity and mortality,,14,1,15,1.07
4,12,Factors influencing health status and contact with health services,Chronic kidney disease,2,11,39,19.5
4,12,Factors influencing health status and contact with health services,Liveborn,1,2,2,2
4,12,Factors influencing health status and contact with health services,Medical examination/evaluation,1,3,3,3
4,12,Factors influencing health status and contact with health services,Other screening for suspected conditions (not mental disorders or infectious disease),1,1,1,1
4,12,Factors influencing health status and contact with health services,Rehabilitation care; fitting of prostheses; and adjustment of devices,1,7,7,7
4,12,Factors influencing health status and contact with health services,Residual codes; unclassified,35,2,75,2.14
4,12,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,6,1,6,1
4,12,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,4,2,9,2.25
4,12,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),4,22,38,9.5
4,12,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,3,2,13,4.33
4,12,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,1,3,3,3
4,12,"Injury, poisoning and certain other consequences of external causes",Open wounds of head; neck; and trunk,1,1,1,1
4,12,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,2,1,2,1
4,12,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,4,1,7,1.75
4,12,Neoplasms,Cancer of bronchus; lung,1,29,29,29
4,12,Neoplasms,Cancer of head and neck,1,4,4,4
4,12,Neoplasms,Leukemias,1,3,3,3
4,12,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,1,3,3,3
4,12,"Pregnancy, childbirth and the puerperium",Fetopelvic disproportion; obstruction,1,4,4,4
4,12,"Pregnancy, childbirth and the puerperium",Forceps delivery,1,2,2,2
4,12,"Pregnancy, childbirth and the puerperium",Hypertension complicating pregnancy; childbirth and the puerperium,1,2,2,2
4,12,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,25,2,71,2.84
4,12,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,2,2,4,2
4,12,"Pregnancy, childbirth and the puerperium",Polyhydramnios and other problems of amniotic cavity,1,0,0,0
4,12,"Pregnancy, childbirth and the puerperium",Previous C-section,1,1,1,1
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,5,1,9,1.8
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,5,1,4,0.8
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,2,6,9,4.5
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,1,2,2,2
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,1,5,5,5
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,2,1,9,4.5
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,22,1,32,1.45
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1,0,0,0
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,2,2,5,2.5
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nervous system disorders,1,6,6,6
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nutritional; endocrine; and metabolic disorders,1,9,9,9
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other skin disorders,1,2,2,2
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,15,1,21,1.4
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,5,1,5,1
4,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Thyroid disorders,3,4,7,2.33
