AdmYear,AdmQuarter,AdmMonth,Date,PrimaryCategory,CCS.CATEGORY.DESCRIPTION,totalCases
2019,4,10,2019-10-01,Certain conditions originating in the perinatal period,Other perinatal conditions,1
2019,4,10,2019-10-01,Certain infectious and parasitic diseases,Bacterial infection; unspecified site,2
2019,4,10,2019-10-01,Certain infectious and parasitic diseases,Intestinal infection,7
2019,4,10,2019-10-01,Certain infectious and parasitic diseases,Meningitis (except that caused by tuberculosis or sexually transmitted disease),1
2019,4,10,2019-10-01,Certain infectious and parasitic diseases,Septicemia (except in labor),2
2019,4,10,2019-10-01,Certain infectious and parasitic diseases,Viral infection,4
2019,4,10,2019-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,3
2019,4,10,2019-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of white blood cells,2
2019,4,10,2019-10-01,Diseases of the circulatory system,Acute cerebrovascular disease,3
2019,4,10,2019-10-01,Diseases of the circulatory system,Acute myocardial infarction,3
2019,4,10,2019-10-01,Diseases of the circulatory system,Cardiac dysrhythmias,5
2019,4,10,2019-10-01,Diseases of the circulatory system,Conduction disorders,1
2019,4,10,2019-10-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,9
2019,4,10,2019-10-01,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,3
2019,4,10,2019-10-01,Diseases of the circulatory system,Essential hypertension,1
2019,4,10,2019-10-01,Diseases of the circulatory system,Hemorrhoids,1
2019,4,10,2019-10-01,Diseases of the circulatory system,Hypertension with complications and secondary hypertension,1
2019,4,10,2019-10-01,Diseases of the digestive system,Abdominal hernia,1
2019,4,10,2019-10-01,Diseases of the digestive system,Anal and rectal conditions,6
2019,4,10,2019-10-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,4
2019,4,10,2019-10-01,Diseases of the digestive system,Biliary tract disease,2
2019,4,10,2019-10-01,Diseases of the digestive system,Diverticulosis and diverticulitis,2
2019,4,10,2019-10-01,Diseases of the digestive system,Esophageal disorders,3
2019,4,10,2019-10-01,Diseases of the digestive system,Gastritis and duodenitis,4
2019,4,10,2019-10-01,Diseases of the digestive system,Gastrointestinal hemorrhage,2
2019,4,10,2019-10-01,Diseases of the digestive system,Intestinal obstruction without hernia,2
2019,4,10,2019-10-01,Diseases of the digestive system,Noninfectious gastroenteritis,3
2019,4,10,2019-10-01,Diseases of the digestive system,Other liver diseases,1
2019,4,10,2019-10-01,Diseases of the digestive system,Pancreatic disorders (not diabetes),1
2019,4,10,2019-10-01,Diseases of the digestive system,Regional enteritis and ulcerative colitis,1
2019,4,10,2019-10-01,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,2
2019,4,10,2019-10-01,Diseases of the genitourinary system,Acute and unspecified renal failure,1
2019,4,10,2019-10-01,Diseases of the genitourinary system,Calculus of urinary tract,5
2019,4,10,2019-10-01,Diseases of the genitourinary system,Inflammatory conditions of male genital organs,1
2019,4,10,2019-10-01,Diseases of the genitourinary system,Other female genital disorders,1
2019,4,10,2019-10-01,Diseases of the genitourinary system,Other male genital disorders,1
2019,4,10,2019-10-01,Diseases of the genitourinary system,Urinary tract infections,5
2019,4,10,2019-10-01,Diseases of the musculoskeletal system and connective tissue,Joint disorders and dislocations; trauma-related,1
2019,4,10,2019-10-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,1
2019,4,10,2019-10-01,Diseases of the musculoskeletal system and connective tissue,Pathological fracture,1
2019,4,10,2019-10-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,3
2019,4,10,2019-10-01,Diseases of the nervous system,Epilepsy; convulsions,2
2019,4,10,2019-10-01,Diseases of the nervous system,Headache; including migraine,4
2019,4,10,2019-10-01,Diseases of the nervous system,Other nervous system disorders,1
2019,4,10,2019-10-01,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,1
2019,4,10,2019-10-01,Diseases of the respiratory system,Acute and chronic tonsillitis,1
2019,4,10,2019-10-01,Diseases of the respiratory system,Acute bronchitis,4
2019,4,10,2019-10-01,Diseases of the respiratory system,Asthma,6
2019,4,10,2019-10-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,3
2019,4,10,2019-10-01,Diseases of the respiratory system,Influenza,1
2019,4,10,2019-10-01,Diseases of the respiratory system,Other upper respiratory infections,2
2019,4,10,2019-10-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),8
2019,4,10,2019-10-01,Diseases of the skin and subcutaneous tissue,Allergic reactions,1
2019,4,10,2019-10-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,3
2019,4,10,2019-10-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,2
2019,4,10,2019-10-01,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,2
2019,4,10,2019-10-01,External causes of morbidity and mortality,,10
2019,4,10,2019-10-01,Factors influencing health status and contact with health services,Other screening for suspected conditions (not mental disorders or infectious disease),2
2019,4,10,2019-10-01,Factors influencing health status and contact with health services,Rehabilitation care; fitting of prostheses; and adjustment of devices,1
2019,4,10,2019-10-01,Factors influencing health status and contact with health services,Residual codes; unclassified,1
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Burns,3
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Complications of surgical procedures or medical care,1
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,10
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,6
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),1
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,4
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Joint disorders and dislocations; trauma-related,2
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of extremities,1
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,5
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,3
2019,4,10,2019-10-01,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,2
2019,4,10,2019-10-01,Mental and behavioural disorders,,2
2019,4,10,2019-10-01,Neoplasms,Cancer of kidney and renal pelvis,2
2019,4,10,2019-10-01,Neoplasms,Neoplasms of unspecified nature or uncertain behavior,1
2019,4,10,2019-10-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,1
2019,4,10,2019-10-01,"Pregnancy, childbirth and the puerperium",Forceps delivery,1
2019,4,10,2019-10-01,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,1
2019,4,10,2019-10-01,"Pregnancy, childbirth and the puerperium",Hypertension complicating pregnancy; childbirth and the puerperium,2
2019,4,10,2019-10-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,13
2019,4,10,2019-10-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,1
2019,4,10,2019-10-01,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,10
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,4
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,2
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,4
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,5
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,3
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Malaise and fatigue,3
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,23
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other injuries and conditions due to external causes,1
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,5
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other skin disorders,1
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,9
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Septicemia (except in labor),1
2019,4,10,2019-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,8
2019,4,11,2019-11-01,Certain conditions originating in the perinatal period,Other perinatal conditions,1
2019,4,11,2019-11-01,Certain infectious and parasitic diseases,Bacterial infection; unspecified site,1
2019,4,11,2019-11-01,Certain infectious and parasitic diseases,Intestinal infection,6
2019,4,11,2019-11-01,Certain infectious and parasitic diseases,Septicemia (except in labor),4
2019,4,11,2019-11-01,Certain infectious and parasitic diseases,Viral infection,1
2019,4,11,2019-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,4
2019,4,11,2019-11-01,Diseases of the circulatory system,Acute cerebrovascular disease,1
2019,4,11,2019-11-01,Diseases of the circulatory system,Acute myocardial infarction,1
2019,4,11,2019-11-01,Diseases of the circulatory system,Aortic and peripheral arterial embolism or thrombosis,1
2019,4,11,2019-11-01,Diseases of the circulatory system,Cardiac dysrhythmias,7
2019,4,11,2019-11-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,3
2019,4,11,2019-11-01,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,7
2019,4,11,2019-11-01,Diseases of the circulatory system,Hypertension with complications and secondary hypertension,1
2019,4,11,2019-11-01,Diseases of the circulatory system,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2
2019,4,11,2019-11-01,Diseases of the circulatory system,Phlebitis; thrombophlebitis and thromboembolism,3
2019,4,11,2019-11-01,Diseases of the digestive system,Abdominal hernia,1
2019,4,11,2019-11-01,Diseases of the digestive system,Anal and rectal conditions,1
2019,4,11,2019-11-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,3
2019,4,11,2019-11-01,Diseases of the digestive system,Biliary tract disease,4
2019,4,11,2019-11-01,Diseases of the digestive system,Diverticulosis and diverticulitis,3
2019,4,11,2019-11-01,Diseases of the digestive system,Gastritis and duodenitis,6
2019,4,11,2019-11-01,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,2
2019,4,11,2019-11-01,Diseases of the eye and adnexa,Glaucoma,1
2019,4,11,2019-11-01,Diseases of the genitourinary system,Acute and unspecified renal failure,5
2019,4,11,2019-11-01,Diseases of the genitourinary system,Calculus of urinary tract,3
2019,4,11,2019-11-01,Diseases of the genitourinary system,Inflammatory conditions of male genital organs,1
2019,4,11,2019-11-01,Diseases of the genitourinary system,Menstrual disorders,2
2019,4,11,2019-11-01,Diseases of the genitourinary system,Nonmalignant breast conditions,1
2019,4,11,2019-11-01,Diseases of the genitourinary system,Other male genital disorders,1
2019,4,11,2019-11-01,Diseases of the genitourinary system,Ovarian cyst,1
2019,4,11,2019-11-01,Diseases of the genitourinary system,Urinary tract infections,9
2019,4,11,2019-11-01,Diseases of the musculoskeletal system and connective tissue,Acquired foot deformities,1
2019,4,11,2019-11-01,Diseases of the musculoskeletal system and connective tissue,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1
2019,4,11,2019-11-01,Diseases of the musculoskeletal system and connective tissue,Osteoarthritis,1
2019,4,11,2019-11-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,1
2019,4,11,2019-11-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,1
2019,4,11,2019-11-01,Diseases of the nervous system,Epilepsy; convulsions,1
2019,4,11,2019-11-01,Diseases of the nervous system,Headache; including migraine,1
2019,4,11,2019-11-01,Diseases of the nervous system,Other nervous system disorders,1
2019,4,11,2019-11-01,Diseases of the nervous system,Parkinson`s disease,1
2019,4,11,2019-11-01,Diseases of the respiratory system,Acute and chronic tonsillitis,1
2019,4,11,2019-11-01,Diseases of the respiratory system,Acute bronchitis,11
2019,4,11,2019-11-01,Diseases of the respiratory system,Asthma,2
2019,4,11,2019-11-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,5
2019,4,11,2019-11-01,Diseases of the respiratory system,Influenza,1
2019,4,11,2019-11-01,Diseases of the respiratory system,Other upper respiratory disease,3
2019,4,11,2019-11-01,Diseases of the respiratory system,Other upper respiratory infections,12
2019,4,11,2019-11-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5
2019,4,11,2019-11-01,Diseases of the skin and subcutaneous tissue,Allergic reactions,1
2019,4,11,2019-11-01,Diseases of the skin and subcutaneous tissue,Chronic ulcer of skin,2
2019,4,11,2019-11-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,3
2019,4,11,2019-11-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,3
2019,4,11,2019-11-01,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,2
2019,4,11,2019-11-01,External causes of morbidity and mortality,,9
2019,4,11,2019-11-01,Factors influencing health status and contact with health services,Medical examination/evaluation,1
2019,4,11,2019-11-01,Factors influencing health status and contact with health services,Rehabilitation care; fitting of prostheses; and adjustment of devices,1
2019,4,11,2019-11-01,Factors influencing health status and contact with health services,Residual codes; unclassified,3
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Burns,1
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Complications of surgical procedures or medical care,1
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,1
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,2
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),2
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,4
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,1
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,3
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by nonmedicinal substances,1
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by other medications and drugs,1
2019,4,11,2019-11-01,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,11
2019,4,11,2019-11-01,Mental and behavioural disorders,,2
2019,4,11,2019-11-01,Neoplasms,Cancer of bronchus; lung,4
2019,4,11,2019-11-01,Neoplasms,Leukemias,1
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,2
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Fetopelvic disproportion; obstruction,1
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,2
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Hypertension complicating pregnancy; childbirth and the puerperium,1
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,8
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,4
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Other pregnancy and delivery including normal,1
2019,4,11,2019-11-01,"Pregnancy, childbirth and the puerperium",Polyhydramnios and other problems of amniotic cavity,1
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,4
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,2
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,1
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,3
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,1
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Malaise and fatigue,3
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,3
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,15
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,6
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nutritional; endocrine; and metabolic disorders,1
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,13
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,4
2019,4,11,2019-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Thyroid disorders,1
2019,4,12,2019-12-01,Certain infectious and parasitic diseases,Intestinal infection,2
2019,4,12,2019-12-01,Certain infectious and parasitic diseases,Septicemia (except in labor),2
2019,4,12,2019-12-01,Certain infectious and parasitic diseases,Viral infection,2
2019,4,12,2019-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,2
2019,4,12,2019-12-01,Diseases of the circulatory system,Acute cerebrovascular disease,1
2019,4,12,2019-12-01,Diseases of the circulatory system,Acute myocardial infarction,1
2019,4,12,2019-12-01,Diseases of the circulatory system,Cardiac dysrhythmias,9
2019,4,12,2019-12-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,7
2019,4,12,2019-12-01,Diseases of the circulatory system,Essential hypertension,1
2019,4,12,2019-12-01,Diseases of the circulatory system,Other circulatory disease,1
2019,4,12,2019-12-01,Diseases of the circulatory system,Phlebitis; thrombophlebitis and thromboembolism,1
2019,4,12,2019-12-01,Diseases of the digestive system,Anal and rectal conditions,8
2019,4,12,2019-12-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,4
2019,4,12,2019-12-01,Diseases of the digestive system,Biliary tract disease,1
2019,4,12,2019-12-01,Diseases of the digestive system,Esophageal disorders,1
2019,4,12,2019-12-01,Diseases of the digestive system,Gastritis and duodenitis,1
2019,4,12,2019-12-01,Diseases of the digestive system,Gastrointestinal hemorrhage,1
2019,4,12,2019-12-01,Diseases of the digestive system,Hepatitis,1
2019,4,12,2019-12-01,Diseases of the digestive system,Intestinal obstruction without hernia,3
2019,4,12,2019-12-01,Diseases of the digestive system,Noninfectious gastroenteritis,1
2019,4,12,2019-12-01,Diseases of the digestive system,Other liver diseases,1
2019,4,12,2019-12-01,Diseases of the ear and mastoid process,Otitis media and related conditions,2
2019,4,12,2019-12-01,Diseases of the genitourinary system,Acute and unspecified renal failure,2
2019,4,12,2019-12-01,Diseases of the genitourinary system,Calculus of urinary tract,6
2019,4,12,2019-12-01,Diseases of the genitourinary system,Inflammatory conditions of male genital organs,2
2019,4,12,2019-12-01,Diseases of the genitourinary system,Urinary tract infections,6
2019,4,12,2019-12-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,2
2019,4,12,2019-12-01,Diseases of the musculoskeletal system and connective tissue,Other non-traumatic joint disorders,1
2019,4,12,2019-12-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,1
2019,4,12,2019-12-01,Diseases of the nervous system,Epilepsy; convulsions,1
2019,4,12,2019-12-01,Diseases of the nervous system,Headache; including migraine,3
2019,4,12,2019-12-01,Diseases of the nervous system,Other nervous system disorders,2
2019,4,12,2019-12-01,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,1
2019,4,12,2019-12-01,Diseases of the respiratory system,Acute bronchitis,9
2019,4,12,2019-12-01,Diseases of the respiratory system,Aspiration pneumonitis; food/vomitus,1
2019,4,12,2019-12-01,Diseases of the respiratory system,Asthma,1
2019,4,12,2019-12-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,7
2019,4,12,2019-12-01,Diseases of the respiratory system,Influenza,1
2019,4,12,2019-12-01,Diseases of the respiratory system,Other lower respiratory disease,2
2019,4,12,2019-12-01,Diseases of the respiratory system,Other upper respiratory disease,1
2019,4,12,2019-12-01,Diseases of the respiratory system,Other upper respiratory infections,8
2019,4,12,2019-12-01,Diseases of the respiratory system,Pleurisy; pneumothorax; pulmonary collapse,3
2019,4,12,2019-12-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),10
2019,4,12,2019-12-01,Diseases of the skin and subcutaneous tissue,Chronic ulcer of skin,1
2019,4,12,2019-12-01,Diseases of the skin and subcutaneous tissue,Other inflammatory condition of skin,1
2019,4,12,2019-12-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,9
2019,4,12,2019-12-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,2
2019,4,12,2019-12-01,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,2
2019,4,12,2019-12-01,"Endocrine, nutritional and metabolic diseases",Other endocrine disorders,1
2019,4,12,2019-12-01,"Endocrine, nutritional and metabolic diseases",Thyroid disorders,1
2019,4,12,2019-12-01,External causes of morbidity and mortality,,14
2019,4,12,2019-12-01,Factors influencing health status and contact with health services,Liveborn,1
2019,4,12,2019-12-01,Factors influencing health status and contact with health services,Medical examination/evaluation,1
2019,4,12,2019-12-01,Factors influencing health status and contact with health services,Rehabilitation care; fitting of prostheses; and adjustment of devices,1
2019,4,12,2019-12-01,Factors influencing health status and contact with health services,Residual codes; unclassified,5
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Complication of device; implant or graft,1
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,6
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,5
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),4
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,4
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of extremities,1
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of head; neck; and trunk,1
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,2
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,3
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by nonmedicinal substances,1
2019,4,12,2019-12-01,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,3
2019,4,12,2019-12-01,Neoplasms,Cancer of head and neck,1
2019,4,12,2019-12-01,Neoplasms,Cancer of other GI organs; peritoneum,1
2019,4,12,2019-12-01,Neoplasms,Cancer of pancreas,1
2019,4,12,2019-12-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,1
2019,4,12,2019-12-01,"Pregnancy, childbirth and the puerperium",Fetopelvic disproportion; obstruction,1
2019,4,12,2019-12-01,"Pregnancy, childbirth and the puerperium",Forceps delivery,1
2019,4,12,2019-12-01,"Pregnancy, childbirth and the puerperium",Hypertension complicating pregnancy; childbirth and the puerperium,1
2019,4,12,2019-12-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,20
2019,4,12,2019-12-01,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,3
2019,4,12,2019-12-01,"Pregnancy, childbirth and the puerperium",Polyhydramnios and other problems of amniotic cavity,1
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",,2
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,6
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,5
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,2
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,2
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,2
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,1
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,3
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,23
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,2
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,4
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nervous system disorders,1
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other skin disorders,1
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,19
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,5
2019,4,12,2019-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Thyroid disorders,2
2020,1,1,2020-01-01,Certain infectious and parasitic diseases,Bacterial infection; unspecified site,1
2020,1,1,2020-01-01,Certain infectious and parasitic diseases,Intestinal infection,18
2020,1,1,2020-01-01,Certain infectious and parasitic diseases,Mycoses,1
2020,1,1,2020-01-01,Certain infectious and parasitic diseases,Septicemia (except in labor),2
2020,1,1,2020-01-01,Certain infectious and parasitic diseases,Viral infection,1
2020,1,1,2020-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,5
2020,1,1,2020-01-01,Diseases of the circulatory system,Acute cerebrovascular disease,2
2020,1,1,2020-01-01,Diseases of the circulatory system,Acute myocardial infarction,3
2020,1,1,2020-01-01,Diseases of the circulatory system,Cardiac dysrhythmias,9
2020,1,1,2020-01-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,10
2020,1,1,2020-01-01,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,2
2020,1,1,2020-01-01,Diseases of the circulatory system,Essential hypertension,1
2020,1,1,2020-01-01,Diseases of the circulatory system,Heart valve disorders,1
2020,1,1,2020-01-01,Diseases of the circulatory system,Hypertension with complications and secondary hypertension,1
2020,1,1,2020-01-01,Diseases of the circulatory system,Late effects of cerebrovascular disease,1
2020,1,1,2020-01-01,Diseases of the circulatory system,Peripheral and visceral atherosclerosis,2
