AdmYear,AdmMonth,PrimaryDiagnosis,totalCases
2019,October,Fracture of femur,1
2019,October,"Fracture of foot, unspecified",1
2019,October,Fracture of lower end of both ulna and radius,1
2019,October,Fracture of lower end of radius,1
2019,October,Fracture of pubis,1
2019,October,Fracture of thoracic vertebra,1
2019,October,Fracture of upper end of humerus,1
2019,October,Haemorrhoids,1
2019,October,Heart failure,1
2019,October,"Infection following a procedure, not elsewhere classified",1
2019,October,"Influenza with other respiratory manifestations, virus not identified",1
2019,October,Injury of muscle and tendon at forearm level,1
2019,October,"Internal derangement of knee, unspecified",1
2019,October,Left sided colitis,1
2019,October,"Liver disease, unspecified",1
2019,October,"Lobar pneumonia, unspecified",1
2019,October,"Local infection of skin and subcutaneous tissue, unspecified",1
2019,October,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,1
2019,October,"Localized swelling, mass and lump, lower limb",1
2019,October,Moderate alcohol intoxication,1
2019,October,Non-insulin-dependent diabetes mellitus (NIDDM): With other specified complications,1
2019,October,Non-insulin-dependent diabetes mellitus (NIDDM): With unspecified complications,1
2019,October,Open wound of other parts of lower leg,1
2019,October,Orchitis and epididymitis,1
2019,October,Other acute gastritis,1
2019,October,Other and unspecified forceps delivery,1
2019,October,Other and unspecified intestinal obstruction,1
2019,October,Other chronic obstructive pulmonary disease,1
2019,October,"Other fall on same level due to collision with, or pushing by, another person",1
2019,October,Other gastroenteritis and colitis of infectious and unspecified origin,1
2019,October,Other generalized epilepsy and epileptic syndromes,1
2019,October,Other impaction of intestine,1
2019,October,Other noninfective gastroenteritis and colitis,1
2019,October,Other specified fever,1
2019,October,Other specified noninflammatory disorders of vagina,1
2019,October,Other specified pregnancy-related conditions,1
2019,October,Other symptoms and signs involving the urinary system,1
2019,October,Palpitations,1
2019,October,"Pathological fracture, not elsewhere classified",1
2019,October,Person injured in unspecified vehicle accident,1
2019,October,Placenta praevia specified as without haemorrhage,1
2019,October,"Problem related to social environment, unspecified",1
2019,October,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,1
2019,October,Salmonella enteritis,1
2019,October,Secondary hypertension (HT),1
2019,October,"Sepsis, unspecified",1
2019,October,Spondylolisthesis,1
2019,October,"Spontaneous abortion: Complete or unspecified, without complication",1
2019,October,Spontaneous rupture of extensor tendons,1
2019,October,Sprain and strain involving (anterior)(posterior) cruciate ligament of knee,1
2019,October,"Staphylococcal infection, unspecified site",1
2019,October,"Tachycardia, unspecified",1
2019,October,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2019,October,Unspecified injury of ankle and foot,1
2019,October,Unspecified mood [affective] disorder,1
2019,October,Vestibular neuronitis,1
2019,October,Viral infection of unspecified site,1
2019,October,Viral meningitis,1
2019,November,Abdominal and pelvic pain,1
2019,November,Abnormal results of kidney function studies,1
2019,November,Acidosis,1
2019,November,Acute appendicitis,1
2019,November,Acute bronchiolitis,1
2019,November,Acute cholecystitis,1
2019,November,Acute laryngotracheitis,1
2019,November,Acute obstructive laryngitis [croup],1
2019,November,Acute pericarditis,1
2019,November,Acute renal failure with medullary necrosis,1
2019,November,"Acute renal failure, unspecified",1
2019,November,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2019,November,Acute tonsillitis,1
2019,November,Adjustment and management of cardiac pacemaker (change / dislodged / removal),1
2019,November,Alcohol use,1
2019,November,Allergic urticaria,1
2019,November,Angina pectoris,1
2019,November,"Angina pectoris, unspecified",1
2019,November,"Antepartum haemorrhage, unspecified",1
2019,November,"Anxiety disorder, unspecified",1
2019,November,Ascites,1
2019,November,"Bacterial pneumonia, not elsewhere classified",1
2019,November,Bell palsy,1
2019,November,"Burn of unspecified degree of hip and lower limb, except ankle and foot",1
2019,November,Caisson disease [decompression sickness],1
2019,November,"Cardiac septal defect, acquired",1
2019,November,Cellulitis of other parts of limb,1
2019,November,Cellulitis of other sites,1
2019,November,"Cerebral infarction, unspecified",1
2019,November,"Cerebrovascular disease, unspecified",1
2019,November,Cholangitis,1
2019,November,Cholecystitis,1
2019,November,"Cholecystitis, unspecified",1
2019,November,"Chronic ischaemic heart disease, unspecified (IHD)",1
2019,November,Chronic lymphocytic leukaemia of B-cell type,1
2019,November,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",1
2019,November,Constipation,1
2019,November,"Cutaneous abscess, furuncle and carbuncle of trunk",1
2019,November,"Decubitus ulcer and pressure area, unspecified",1
2019,November,Dehydration of newborn,1
2019,November,Dependent personality disorder,1
2019,November,"Disorder of vestibular function, unspecified",1
2019,November,"Disruption of operation wound, not elsewhere classified",1
2019,November,Diverticular disease of large intestine without perforation or abscess,1
2019,November,Embolism and thrombosis of iliac artery,1
2019,November,Embolism and thrombosis of other specified veins,1
2019,November,Fall on and from ladder,1
2019,November,"Fall on same level from slipping, tripping and stumbling",1
2019,November,Febrile convulsions,1
2019,November,"Foreign body in alimentary tract, part unspecified",1
2019,November,Fracture of femur,1
2019,November,"Fracture of lower leg, including ankle",1
2019,November,Fracture of metatarsal bone,1
2019,November,Fracture of neck of femur,1
2019,November,Fracture of other and unspecified parts of wrist and hand,1
2019,November,Fracture of other metacarpal bone,1
2019,November,Fracture of sternum,1
2019,November,Generalized idiopathic epilepsy and epileptic syndromes,1
2019,November,Generalized oedema,1
2019,November,Gestational [pregnancy-induced] hypertension without significant proteinuria,1
2019,November,Gonarthrosis [arthrosis of knee],1
2019,November,"Haemophilus influenzae infection, unspecified site",1
2019,November,Hallux valgus (acquired),1
2019,November,Headache,1
2019,November,Herpesviral encephalitis,1
2019,November,"Herpesviral infection, unspecified",1
2019,November,Hypo-osmolality and hyponatraemia,1
2019,November,Infections of kidney in pregnancy,1
2019,November,Inflammatory disorders of breast,1
2019,November,Inflammatory disorders of scrotum,1
2019,November,"Influenza with other respiratory manifestations, other influenza virus identified (URTI due to influenza)",1
2019,November,Injury of extensor muscle and tendon of other finger at wrist and hand level,1
2019,November,Insulin-dependent diabetes mellitus (IDDM): With ketoacidosis,1
2019,November,"Irregular menstruation, unspecified",1
2019,November,Labour and delivery complicated by fetal stress [distress],1
2019,November,"Lobar pneumonia, unspecified",1
2019,November,Low back pain,1
2019,November,"Malignant neoplasm (Cancer / Carcinoma): Upper lobe, bronchus or lung",1
2019,November,"Maternal care for disproportion, unspecified",1
2019,November,Maternal care for high head at term,1
2019,November,"Migraine, unspecified",1
2019,November,Moderate alcohol intoxication,1
2019,November,"Osteomyelitis, unspecified",1
2019,November,Other acute renal failure,1
2019,November,Other allergic rhinitis,1
2019,November,Other anaemias,1
2019,November,Other and unspecified gastroenteritis and colitis of infectious origin,1
2019,November,Other and unspecified ovarian cysts,1
2019,November,Other bursitis of knee,1
2019,November,Other drug-induced secondary parkinsonism,1
2019,November,Other early complications of trauma,1
2019,November,Other fall from one level to another,1
2019,November,Other fall on same level,1
2019,November,Other gastroenteritis and colitis of infectious and unspecified origin,1
2019,November,Other peripheral vertigo,1
2019,November,Other specified diabetes mellitus (DM),1
2019,November,Other superficial injuries of eyelid and periocular area,1
2019,November,Other symptoms and signs concerning food and fluid intake,1
2019,November,Other venous embolism and thrombosis,1
2019,November,Pain and other conditions associated with female genital organs and menstrual cycle,1
2019,November,"Pain, unspecified",1
2019,November,Phlebitis and thrombophlebitis of other deep vessels of lower extremities (DVT),1
2019,November,Placenta praevia with haemorrhage,1
2019,November,Pneumonia due to other specified infectious organisms,1
2019,November,Poisoning: 4-Aminophenol derivatives,1
2019,November,"Premature rupture of membranes, unspecified",1
2019,November,Primary angle-closure glaucoma,1
2019,November,Primary inadequate contractions,1
2019,November,"Problem related to social environment, unspecified",1
2019,November,Problems related to social environment,1
2019,November,Retention of urine,1
2019,November,Superficial injuries involving head with neck,1
2019,November,Torsion of testis,1
2019,November,"Toxic effect: Alcohol, unspecified",1
2019,November,Twin pregnancy,1
2019,November,"Ulcer of lower limb, not elsewhere classified",1
2019,November,Unspecified abdominal hernia without obstruction or gangrene,1
2019,November,Unspecified chronic bronchitis,1
2019,November,Unspecified diabetes mellitus (DM): With multiple complications,1
2019,November,"Viral infection, unspecified",1
2019,December,Abnormal results of kidney function studies,1
2019,December,Abnormal results of liver function studies,1
2019,December,Abscess of liver,1
2019,December,Acute appendicitis with localized peritonitis,1
2019,December,"Acute appendicitis, other and unspecified",1
2019,December,Acute laryngitis,1
2019,December,Acute myocardial infarction (MI) ST elevation (STEMI) and non-ST elevation (NSTEMI),1
2019,December,"Acute renal failure, unspecified",1
2019,December,Alcoholic polyneuropathy,1
2019,December,Anal abscess,1
2019,December,"Assisted single delivery, unspecified",1
2019,December,"Asthma, unspecified",1
2019,December,Bell palsy,1
2019,December,Caisson disease [decompression sickness],1
2019,December,Carcinoma in situ: Oesophagus,1
2019,December,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",1
2019,December,Chronic post-traumatic headache,1
2019,December,"Complications of internal orthopaedic prosthetic devices, implants and grafts",1
2019,December,"Cutaneous abscess, furuncle and carbuncle of limb",1
2019,December,Decubitus ulcer and pressure area,1
2019,December,Delayed and secondary postpartum haemorrhage,1
2019,December,"Disease of appendix, unspecified",1
2019,December,Disorders of diaphragm,1
2019,December,Disorders of gallbladder and biliary tract in diseases classified elsewhere,1
2019,December,"Enterovirus infection, unspecified site",1
2019,December,Essential (primary) hypertension (HT),1
2019,December,"Fall on same level from slipping, tripping and stumbling",1
2019,December,Febrile convulsions,1
2019,December,Fitting and adjustment of ileostomy and other intestinal appliances [PEG] (insertion),1
2019,December,Folliculitis decalvans,1
2019,December,Foreign body in oesophagus,1
2019,December,Fracture of calcaneus,1
2019,December,"Fracture of femur, part unspecified",1
2019,December,Fracture of lower end of femur,1
2019,December,Fracture of lower end of tibia,1
2019,December,Fracture of other and unspecified parts of lumbar spine and pelvis,1
2019,December,Fracture of other and unspecified parts of wrist and hand,1
2019,December,Fracture of patella,1
2019,December,Fracture of thoracic vertebra,1
2019,December,Fracture of upper end of humerus,1
2019,December,Fracture of upper end of tibia,1
2019,December,Fractures of other parts of lower leg,1
2019,December,Functional diarrhoea,1
2019,December,"Gastritis, unspecified",1
2019,December,Gastro-oesophageal reflux disease without oesophagitis (GORD / GERD),1
2019,December,Generalized idiopathic epilepsy and epileptic syndromes,1
2019,December,Gestational [pregnancy-induced] hypertension without significant proteinuria,1
2019,December,Haematemesis,1
2019,December,"Herpesviral infection, unspecified",1
2019,December,Hyperkalaemia,1
2019,December,"Hypoglycaemia, unspecified",1
2019,December,Hypotension due to drugs,1
2019,December,Indeterminate colitis,1
2019,December,"Influenza with other respiratory manifestations, other influenza virus identified (URTI due to influenza)",1
2019,December,"Labour and delivery complicated by fetal stress, unspecified",1
2019,December,Low back pain,1
2019,December,Malignant neoplasm (Cancer / Carcinoma): Extrahepatic bile duct,1
2019,December,"Malignant neoplasm (Cancer / Carcinoma): Pancreas, unspecified",1
2019,December,Maternal care due to uterine scar from previous surgery,1
2019,December,Maternal care for high head at term,1
2019,December,"Migraine, unspecified",1
2019,December,Moderate alcohol intoxication,1
2019,December,Non-insulin-dependent diabetes mellitus (NIDDM): Without complications,1
2019,December,Nonobstructive reflux-associated chronic pyelonephritis,1
2019,December,"Obstructed labour, unspecified",1
2019,December,Open wound of finger(s) without damage to nail,1
2019,December,Open wound of hip and thigh,1
2019,December,Other and unspecified cirrhosis of liver,1
2019,December,Other and unspecified convulsions,1
2019,December,Other and unspecified forceps delivery,1
2019,December,Other and unspecified hydronephrosis,1
2019,December,Other and unspecified injuries of head,1
2019,December,Other appendicitis,1
2019,December,Other bacterial pneumonia,1
2019,December,Other early complications of trauma,1
2019,December,Other spontaneous pneumothorax,1
2019,December,Pain in joint,1
2019,December,"Pain, unspecified",1
2019,December,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,1
2019,December,"Personal history (PH) of allergy to drugs, medicaments and biological substances",1
2019,December,Phlebitis and thrombophlebitis of other deep vessels of lower extremities (DVT),1
2019,December,"Pleural effusion, not elsewhere classified",1
2019,December,Pneumonia in diseases classified elsewhere,1
2019,December,"Pneumonia, organism unspecified",1
2019,December,Pneumonitis due to other solids and liquids (aspiration pneumonia),1
2019,December,"Premature rupture of membranes, onset of labour after 24 hours",1
2019,December,Rash and other nonspecific skin eruption,1
2019,December,Residual foreign body in soft tissue,1
2019,December,Retained placenta without haemorrhage,1
2019,December,"Sepsis, unspecified",1
2019,December,Severe alcohol intoxication,1
2019,December,"Singleton, born in hospital",1
2019,December,Subdural haemorrhage (acute)(nontraumatic),1
2019,December,"Superficial injury of head, part unspecified",1
2019,December,"Tendency to fall, not elsewhere classified",1
2019,December,Tension-type headache,1
2019,December,Thyrotoxicosis [hyperthyroidism],1
2019,December,Toxic effect of carbon monoxide,1
2019,December,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2019,December,Transient synovitis,1
2019,December,Unspecified chronic bronchitis,1
2019,December,Unspecified diabetes mellitus (DM),1
2019,December,Unspecified fall,1
2019,December,Unspecified haematuria,1
2019,December,Unspecified kidney failure,1
2019,December,"Upper respiratory tract hypersensitivity reaction, site unspecified",1
2019,December,Very severe alcohol intoxication,1
2019,December,"Viral infection, unspecified",1
2019,December,Volume depletion,1
2020,January,Unknown and unspecified causes of morbidity (unknown diagnosis),22
2020,February,"Chest pain, unspecified",16
2020,March,"Chest pain, unspecified",16
2020,April,"Single spontaneous delivery, unspecified (NVD / normal vaginal delivery)",15
2020,January,"Chest pain, unspecified",14
2020,February,"Single spontaneous delivery, unspecified (NVD / normal vaginal delivery)",14
2020,January,"Single spontaneous delivery, unspecified (NVD / normal vaginal delivery)",13
2020,March,"Single spontaneous delivery, unspecified (NVD / normal vaginal delivery)",13
2020,February,"Gastritis, unspecified",12
2020,January,"Gastritis, unspecified",11
2020,February,"Urinary tract infection, site not specified (UTI / LUTS / urosepsis)",11
2020,January,Unspecified acute lower respiratory infection (chest infection / LRTI),10
2020,February,Gastroenteritis and colitis of unspecified origin,10
2020,February,Syncope and collapse,10
2020,January,"Acute upper respiratory infection, unspecified (URTI)",9
2020,January,Congestive heart failure,9
2020,January,"Viral intestinal infection, unspecified",9
2020,January,Other and unspecified abdominal pain,8
2020,February,Congestive heart failure,8
2020,February,"Pneumonia, unspecified",8
2020,January,Constipation,7
2020,February,Moderate alcohol intoxication,7
2020,February,Unspecified acute lower respiratory infection (chest infection / LRTI),7
2020,March,Syncope and collapse,7
2020,March,"Urinary tract infection, site not specified (UTI / LUTS / urosepsis)",7
2020,April,"Chest pain, unspecified",7
2020,May,"Single spontaneous delivery, unspecified (NVD / normal vaginal delivery)",7
2020,January,Atrial fibrillation and flutter (AF),6
2020,January,Syncope and collapse,6
2020,March,Congestive heart failure,6
2020,March,"Pneumonia, unspecified",6
2020,January,Gastroenteritis and colitis of unspecified origin,5
2020,January,"Urinary tract infection, site not specified (UTI / LUTS / urosepsis)",5
2020,February,Atrial fibrillation and flutter (AF),5
2020,February,Constipation,5
2020,February,Unspecified injury of head,5
2020,April,Dyspnoea (SOB),5
2020,June,"Single spontaneous delivery, unspecified (NVD / normal vaginal delivery)",5
2020,January,"Anaemia, unspecified",4
2020,January,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",4
2020,January,Influenza due to certain identified influenza virus,4
2020,January,Nausea and vomiting,4
2020,January,"Noninfective gastroenteritis and colitis, unspecified (IBD)",4
2020,January,Other chest pain,4
2020,February,"Acute upper respiratory infection, unspecified (URTI)",4
2020,February,Labyrinthitis,4
2020,February,Other and unspecified abdominal pain,4
2020,February,Pain localized to other parts of lower abdomen,4
2020,February,Palpitations,4
2020,February,"Poisoning: Other and unspecified drugs, medicaments and biological substances",4
2020,March,Ascites,4
2020,April,Congestive heart failure,4
2020,April,Unspecified acute lower respiratory infection (chest infection / LRTI),4
2020,May,Heart failure,4
2020,January,"Anaphylactic shock, unspecified",3
2020,January,Dyspnoea (SOB),3
2020,January,"Hypoglycaemia, unspecified",3
2020,January,Labyrinthitis,3
2020,January,Other acute gastritis,3
2020,January,Other symptoms and signs concerning food and fluid intake,3
2020,January,Pain localized to upper abdomen,3
2020,January,Palpitations,3
2020,January,"Pneumonia, unspecified",3
2020,January,"Spontaneous abortion: Complete or unspecified, without complication",3
2020,January,Superficial injury of head,3
2020,January,Unspecified injury of head,3
2020,February,"Acute renal failure, unspecified",3
2020,February,"Adenovirus infection, unspecified site",3
2020,February,"Anaemia, unspecified",3
2020,February,Ascites,3
2020,February,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",3
2020,February,"Fever, unspecified (PUO)",3
2020,February,Hypothermia,3
2020,February,Mild alcohol intoxication,3
2020,February,Unspecified haematuria,3
2020,February,"Viral intestinal infection, unspecified",3
2020,March,"Fever, unspecified (PUO)",3
2020,March,Fracture of femur,3
2020,March,Gastroenteritis and colitis of unspecified origin,3
2020,March,Pain localized to upper abdomen,3
2020,March,Unspecified acute lower respiratory infection (chest infection / LRTI),3
2020,April,Atrial fibrillation and flutter (AF),3
2020,April,Malaise and fatigue,3
2020,April,Other and unspecified abdominal pain,3
2020,April,Pain localized to upper abdomen,3
2020,May,Fracture of neck of femur,3
2020,January,Acute appendicitis,2
2020,January,Acute bronchitis,2
2020,January,Acute bronchitis due to rhinovirus,2
2020,January,Acute myocardial infarction (MI) ST elevation (STEMI) and non-ST elevation (NSTEMI),2
2020,January,"Fever, unspecified (PUO)",2
2020,January,Fracture of femur,2
2020,January,Gastro-oesophageal reflux disease without oesophagitis (GORD / GERD),2
2020,January,"Influenza with other manifestations, other influenza virus identified",2
2020,January,Malaise and fatigue,2
2020,January,Other gastroenteritis and colitis of infectious and unspecified origin,2
2020,January,Other specified intervertebral disc degeneration,2
2020,January,Pneumonitis due to solids and liquids (aspiration pneumonia),2
2020,January,Supraventricular tachycardia (SVT),2
2020,February,Abdominal and pelvic pain,2
2020,February,Allergic purpura,2
2020,February,Benign paroxysmal vertigo,2
2020,February,Hyperemesis gravidarum with metabolic disturbance,2
2020,February,Hypo-osmolality and hyponatraemia,2
2020,February,Influenza due to certain identified influenza virus,2
2020,February,Non-insulin-dependent diabetes mellitus (NIDDM),2
2020,February,Other fall on same level,2
2020,February,"Stroke, not specified as haemorrhage or infarction (CVA)",2
2020,February,Unspecified kidney failure,2
2020,February,"Viral infection, unspecified",2
2020,March,"Acute upper respiratory infection, unspecified (URTI)",2
2020,March,"Anaemia, unspecified",2
2020,March,"Asthma, unspecified",2
2020,March,Atrial fibrillation and flutter (AF),2
2020,March,"Disorientation, unspecified",2
2020,March,Epistaxis,2
2020,March,"Gastritis, unspecified",2
2020,March,"Migraine, unspecified",2
2020,March,Other and unspecified abdominal pain,2
2020,March,Other symptoms and signs concerning food and fluid intake,2
2020,March,Senility,2
2020,March,"Spontaneous abortion: Complete or unspecified, without complication",2
2020,March,Unspecified injury of head,2
2020,March,Unspecified renal colic,2
2020,April,Acute cholecystitis,2
2020,April,"Anaemia, unspecified",2
2020,April,Ascites,2
2020,April,"Fall on same level from slipping, tripping and stumbling",2
2020,April,Gastroenteritis and colitis of unspecified origin,2
2020,April,Maternal care for high head at term,2
2020,April,Non-insulin-dependent diabetes mellitus (NIDDM): With other specified complications,2
2020,April,Senility,2
2020,April,"Urinary tract infection, site not specified (UTI / LUTS / urosepsis)",2
2020,April,"Viral infection, unspecified",2
2020,May,"Acute appendicitis, other and unspecified",2
2020,May,Acute renal failure,2
2020,May,"Chest pain, unspecified",2
2020,May,Delivery by emergency caesarean section (LSCS emergency),2
2020,May,Dyspnoea (SOB),2
2020,May,Pilonidal cyst,2
2020,May,Pleural effusion in conditions classified elsewhere,2
2020,May,Pneumonitis due to other solids and liquids (aspiration pneumonia),2
2020,January,Abdominal and pelvic pain,1
2020,January,"Abnormality of forces of labour, unspecified",1
2020,January,"Acute appendicitis, other and unspecified",1
2020,January,Acute bronchiolitis,1
2020,January,"Acute bronchiolitis, unspecified",1
2020,January,"Acute bronchitis, unspecified",1
2020,January,"Acute pharyngitis, unspecified",1
2020,January,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2020,January,Acute tonsillitis,1
2020,January,"Acute tonsillitis, unspecified",1
2020,January,Alcoholic gastritis,1
2020,January,Anaemia in neoplastic disease,1
2020,January,Anticoagulants,1
2020,January,Aortic (valve) stenosis,1
2020,January,Ascites,1
2020,January,"Bacterial pneumonia, not elsewhere classified",1
2020,January,"Bronchitis, not specified as acute or chronic",1
2020,January,Calculus of bile duct without cholangitis or cholecystitis,1
2020,January,Cellulitis of other sites,1
2020,January,"Cerebral infarction, unspecified",1
2020,January,"Cerebrovascular disease, unspecified",1
2020,January,Cholangitis,1
2020,January,Chronic ischaemic heart disease,1
2020,January,Chronic obstructive pulmonary disease with acute lower respiratory infection (COAD),1
2020,January,"Coma, unspecified",1
2020,January,"Cord compression, unspecified",1
2020,January,Diabetes mellitus arising in pregnancy,1
2020,January,Diabetic polyneuropathy,1
2020,January,Disorders of vestibular function,1
2020,January,"Disorientation, unspecified",1
2020,January,"Diverticular disease of intestine, part unspecified, without perforation or abscess",1
2020,January,Diverticular disease of large intestine without perforation or abscess,1
2020,January,Effusion of joint,1
2020,January,Epidermal cyst,1
2020,January,"Epilepsy, unspecified",1
2020,January,Essential (primary) hypertension (HT),1
2020,January,Fall involving other furniture,1
2020,January,Febrile convulsions,1
2020,January,Feeding difficulties and mismanagement,1
2020,January,Fracture of lower end of both ulna and radius,1
2020,January,Fracture of other and unspecified parts of wrist and hand,1
2020,January,Fracture of shaft of humerus,1
2020,January,Fracture of upper end of tibia,1
2020,January,Gastro-oesophageal reflux disease,1
2020,January,"Gout, unspecified",1
2020,January,"Haemophilus influenzae infection, unspecified site",1
2020,January,"Haemorrhage in early pregnancy, unspecified",1
2020,January,Headache,1
2020,January,Heart failure,1
2020,January,Hypothermia,1
2020,January,Hypovolaemic shock,1
2020,January,"Infectious mononucleosis, unspecified",1
2020,January,Inflammatory disorders of breast,1
2020,January,"Influenza with other manifestations, virus not identified",1
2020,January,"Influenza with other respiratory manifestations, other influenza virus identified (URTI due to influenza)",1
2020,January,Labour and delivery complicated by other evidence of fetal stress,1
2020,January,"Local infection of skin and subcutaneous tissue, unspecified",1
2020,January,Low back pain,1
2020,January,Malignant neoplasm (Cancer / Carcinoma) of bronchus and lung,1
2020,January,Malignant neoplasm (Cancer / Carcinoma) of pancreas,1
2020,January,"Malignant neoplasm (Cancer / Carcinoma): Bronchus or lung, unspecified",1
2020,January,Malignant neoplasm (Cancer / Carcinoma): Lateral wall of bladder,1
2020,January,Mechanical complication of internal joint prosthesis,1
2020,January,"Migraine, unspecified",1
2020,January,Moderate alcohol intoxication,1
2020,January,Myalgia (muscle / musculoskeletal pain),1
2020,January,Non-insulin-dependent diabetes mellitus (NIDDM),1
2020,January,Non-insulin-dependent diabetes mellitus (NIDDM): With unspecified complications,1
2020,January,Obstructive hydrocephalus,1
2020,January,Osteomyelitis,1
2020,January,Other abnormalities of forces of labour,1
2020,January,Other and unspecified cirrhosis of liver,1
2020,January,Other and unspecified forceps delivery,1
2020,January,Other and unspecified gastroenteritis and colitis of infectious origin,1
2020,January,Other and unspecified genitourinary tract infection in pregnancy,1
2020,January,Other and unspecified ovarian cysts,1
2020,January,Other bacterial pneumonia,1
2020,January,Other chondrocalcinosis,1
2020,January,Other diseases of liver,1
2020,January,Other impaction of intestine,1
2020,January,Other lymphoid leukaemia,1
2020,January,Other peripheral vertigo,1
2020,January,Other specified complications of labour and delivery,1
2020,January,Other specified noninfective gastroenteritis and colitis,1
2020,January,Paralytic ileus and intestinal obstruction without hernia,1
2020,January,Parkinson disease,1
2020,January,"Peripheral vascular disease, unspecified",1
2020,January,"Petit mal, unspecified, without grand mal seizures (epilepsy)",1
2020,January,Pleural effusion in conditions classified elsewhere,1
2020,January,"Pleural effusion, not elsewhere classified",1
2020,January,Pneumonia due to Haemophilus influenzae,1
2020,January,Pneumonia due to Streptococcus pneumoniae,1
2020,January,Pulmonary embolism,1
2020,January,Pulmonary embolism without mention of acute cor pulmonale,1
2020,January,Raynaud syndrome,1
2020,January,"Respiratory failure, unspecified",1
2020,January,Restlessness and agitation,1
2020,January,Rotaviral enteritis,1
2020,January,Salmonella enteritis,1
2020,January,Sequelae (consequence / complication) of cerebrovascular disease,1
2020,January,Severe alcohol intoxication,1
2020,January,Sick sinus syndrome,1
2020,January,"Singleton, born outside hospital",1
2020,January,Special epileptic syndromes (epilepsy),1
2020,January,"Stroke, not specified as haemorrhage or infarction (CVA)",1
2020,January,Tinea corporis,1
2020,January,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2020,January,"Ulcer of lower limb, not elsewhere classified",1
2020,January,Umbilical hernia without obstruction or gangrene,1
2020,January,"Unilateral or unspecified inguinal hernia, without obstruction or gangrene",1
2020,January,Unspecified dementia,1
2020,January,Unspecified injury of hip and thigh,1
2020,January,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,1
2020,January,Unspecified renal colic,1
2020,January,Unstable angina,1
2020,January,Vacuum extractor delivery,1
2020,January,Visible peristalsis,1
2020,January,Volume depletion,1
2020,January,Wheezing,1
2020,February,Abnormal results of kidney function studies,1
2020,February,"Acute bronchiolitis, unspecified",1
2020,February,"Acute bronchitis, unspecified",1
2020,February,Acute cholecystitis,1
2020,February,"Acute myocardial infarction, unspecified (MI) ST elevation (STEMI) and non-ST elevation Non-ST elevation (NSTEMI)",1
2020,February,"Acute pancreatitis, unspecified",1
2020,February,Adhesive capsulitis of shoulder,1
2020,February,Agranulocytosis,1
2020,February,Alcoholic cirrhosis of liver,1
2020,February,"Alcoholic liver disease, unspecified",1
2020,February,"Angina pectoris, unspecified",1
2020,February,Asthma,1
2020,February,"Asthma, unspecified",1
2020,February,"Bacterial pneumonia, unspecified",1
2020,February,"Benign neoplasm: Connective and other soft tissue of head, face and neck",1
2020,February,Calculus of ureter,1
2020,February,Car occupant injured in collision with fixed or stationary object: Unspecified car occupant injured in traffic accident,1
2020,February,Cellulitis of face,1
2020,February,"Chronic obstructive pulmonary disease, unspecified (COAD)",1
2020,February,Complicated migraine,1
2020,February,"Degenerative disease of nervous system, unspecified",1
2020,February,"Disorientation, unspecified",1
2020,February,Diverticular disease of large intestine without perforation or abscess,1
2020,February,Dizziness and giddiness,1
2020,February,Dyspnoea (SOB),1
2020,February,"Ectopic pregnancy, unspecified",1
2020,February,Epilepsy,1
2020,February,"Epilepsy, unspecified",1
2020,February,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,1
2020,February,Essential (primary) hypertension (HT),1
2020,February,Facial nerve disorders,1
2020,February,"Failed trial of labour, unspecified",1
2020,February,"False labour, unspecified",1
2020,February,Febrile convulsions,1
2020,February,Foreign body in anus and rectum,1
2020,February,Fracture of base of skull,1
2020,February,Fracture of calcaneus,1
2020,February,Fracture of clavicle,1
2020,February,Fracture of femur,1
2020,February,Fracture of neck of femur,1
2020,February,Fracture of patella,1
2020,February,Fracture of upper end of ulna,1
2020,February,Fractures of other parts of lower leg,1
2020,February,Gastro-oesophageal reflux disease with oesophagitis,1
2020,February,Gastro-oesophageal reflux disease without oesophagitis (GORD / GERD),1
2020,February,"General psychiatric examination, not elsewhere classified",1
2020,February,Generalized idiopathic epilepsy and epileptic syndromes,1
2020,February,"Grand mal seizures, unspecified (with or without petit mal) (epilepsy)",1
2020,February,Haemoperitoneum,1
2020,February,Haemorrhage of anus and rectum,1
2020,February,Headache,1
2020,February,Heat syncope,1
2020,February,"Infection following a procedure, not elsewhere classified",1
2020,February,Influenza due to other identified influenza virus,1
2020,February,"Influenza with pneumonia, other influenza virus identified",1
2020,February,Injury of quadriceps muscle and tendon,1
2020,February,"Intracerebral haemorrhage, unspecified",1
